,Pokedex_Number,Name,Type1,Type2,Attack,Defense,Experience_Growth,Base_Egg,Base_Happiness,Base_Total,Capture_Rate,Height_M,Weight_Kg,Generation,Is_Legendary,Hp,Sp_Attack,Sp_Defense,Speed,Abilities,Type,N_Abilities,BMI
363,364,Sealeo,Ice,Water,60.0,70.0,1059860.0,5120.0,70.0,410.0,120.0,1.1,87.6,3,0,90.0,75.0,70.0,45.0,"['Thick Fat', 'Ice Body', 'Oblivious']",Ice_Water,3,72.39669421487602
364,365,Walrein,Ice,Water,80.0,90.0,1059860.0,5120.0,70.0,530.0,45.0,1.4,150.6,3,0,110.0,95.0,90.0,65.0,"['Thick Fat', 'Ice Body', 'Oblivious']",Ice_Water,3,76.83673469387756
365,366,Clamperl,Water,NaN,64.0,85.0,600000.0,5120.0,70.0,345.0,255.0,0.4,52.5,3,0,35.0,74.0,55.0,32.0,"['Shell Armor', 'Rattled']",Water,2,328.12499999999994
366,367,Huntail,Water,NaN,104.0,105.0,600000.0,5120.0,70.0,485.0,60.0,1.7,27.0,3,0,55.0,94.0,75.0,52.0,"['Swift Swim', 'Water Veil']",Water,2,9.34256055363322
367,368,Gorebyss,Water,NaN,84.0,105.0,600000.0,5120.0,70.0,485.0,60.0,1.8,22.6,3,0,55.0,114.0,75.0,52.0,"['Swift Swim', 'Hydration']",Water,2,6.9753086419753085
368,369,Relicanth,Water,Rock,90.0,130.0,1250000.0,10240.0,70.0,485.0,25.0,1.0,23.4,3,0,100.0,45.0,65.0,55.0,"['Swift Swim', 'Rock Head', 'Sturdy']",Water_Rock,3,23.4
369,370,Luvdisc,Water,NaN,30.0,55.0,800000.0,5120.0,70.0,330.0,225.0,0.6,8.7,3,0,43.0,40.0,65.0,97.0,"['Swift Swim', 'Hydration']",Water,2,24.166666666666664
370,371,Bagon,Dragon,NaN,75.0,60.0,1250000.0,10240.0,35.0,300.0,45.0,0.6,42.1,3,0,45.0,40.0,30.0,50.0,"['Rock Head', 'Sheer Force']",Dragon,2,116.94444444444446
371,372,Shelgon,Dragon,NaN,95.0,100.0,1250000.0,10240.0,35.0,420.0,45.0,1.1,110.5,3,0,65.0,60.0,50.0,50.0,"['Rock Head', 'Overcoat']",Dragon,2,91.32231404958677
372,373,Salamence,Dragon,Flying,145.0,130.0,1250000.0,10240.0,35.0,700.0,45.0,1.5,102.6,3,0,95.0,120.0,90.0,120.0,"['Intimidate', 'Moxie']",Dragon_Flying,2,45.599999999999994
373,374,Beldum,Steel,Psychic,55.0,80.0,1250000.0,10240.0,35.0,300.0,3.0,0.6,95.2,3,0,40.0,35.0,60.0,30.0,"['Clear Body', 'Light Metal']",Steel_Psychic,2,264.44444444444446
374,375,Metang,Steel,Psychic,75.0,100.0,1250000.0,10240.0,35.0,420.0,3.0,1.2,202.5,3,0,60.0,55.0,80.0,50.0,"['Clear Body', 'Light Metal']",Steel_Psychic,2,140.625
375,376,Metagross,Steel,Psychic,145.0,150.0,1250000.0,10240.0,35.0,700.0,3.0,1.6,550.0,3,0,80.0,105.0,110.0,110.0,"['Clear Body', 'Light Metal']",Steel_Psychic,2,214.84374999999997
376,377,Regirock,Rock,NaN,100.0,200.0,1250000.0,20480.0,35.0,580.0,3.0,1.7,230.0,3,1,80.0,50.0,100.0,50.0,"['Clear Body', 'Sturdy']",Rock,2,79.5847750865052
377,378,Regice,Ice,NaN,50.0,100.0,1250000.0,20480.0,35.0,580.0,3.0,1.8,175.0,3,1,80.0,100.0,200.0,50.0,"['Clear Body', 'Ice Body']",Ice,2,54.01234567901234
378,379,Registeel,Steel,NaN,75.0,150.0,1250000.0,20480.0,35.0,580.0,3.0,1.9,205.0,3,1,80.0,75.0,150.0,50.0,"['Clear Body', 'Light Metal']",Steel,2,56.78670360110804
379,380,Latias,Dragon,Psychic,100.0,120.0,1250000.0,30720.0,90.0,700.0,3.0,1.4,40.0,3,1,80.0,140.0,150.0,110.0,['Levitate'],Dragon_Psychic,1,20.408163265306126
380,381,Latios,Dragon,Psychic,130.0,100.0,1250000.0,30720.0,90.0,700.0,3.0,2.0,60.0,3,1,80.0,160.0,120.0,110.0,['Levitate'],Dragon_Psychic,1,15.0
381,382,Kyogre,Water,NaN,150.0,90.0,1250000.0,30720.0,0.0,770.0,3.0,4.5,352.0,3,1,100.0,180.0,160.0,90.0,['Drizzle'],Water,1,17.382716049382715
382,383,Groudon,Ground,NaN,180.0,160.0,1250000.0,30720.0,0.0,770.0,3.0,3.5,950.0,3,1,100.0,150.0,90.0,90.0,['Drought'],Ground,1,77.55102040816327
383,384,Rayquaza,Dragon,Flying,180.0,100.0,1250000.0,30720.0,0.0,780.0,45.0,7.0,206.5,3,1,105.0,180.0,100.0,115.0,['Air Lock'],Dragon_Flying,1,4.214285714285714
384,385,Jirachi,Steel,Psychic,100.0,100.0,1250000.0,30720.0,100.0,600.0,3.0,0.3,1.1,3,1,100.0,100.0,100.0,100.0,['Serene Grace'],Steel_Psychic,1,12.222222222222223
385,386,Deoxys,Psychic,NaN,95.0,90.0,1250000.0,30720.0,0.0,600.0,3.0,1.7,60.8,3,1,50.0,95.0,90.0,180.0,['Pressure'],Psychic,1,21.038062283737027
386,387,Turtwig,Grass,NaN,68.0,64.0,1059860.0,5120.0,70.0,318.0,45.0,0.4,10.2,4,0,55.0,45.0,55.0,31.0,"['Overgrow', 'Shell Armor']",Grass,2,63.749999999999986
387,388,Grotle,Grass,NaN,89.0,85.0,1059860.0,5120.0,70.0,405.0,45.0,1.1,97.0,4,0,75.0,55.0,65.0,36.0,"['Overgrow', 'Shell Armor']",Grass,2,80.16528925619834
388,389,Torterra,Grass,Ground,109.0,105.0,1059860.0,5120.0,70.0,525.0,45.0,2.2,310.0,4,0,95.0,75.0,85.0,56.0,"['Overgrow', 'Shell Armor']",Grass_Ground,2,64.0495867768595
389,390,Chimchar,Fire,NaN,58.0,44.0,1059860.0,5120.0,70.0,309.0,45.0,0.5,6.2,4,0,44.0,58.0,44.0,61.0,"['Blaze', 'Iron Fist']",Fire,2,24.8
390,391,Monferno,Fire,Fighting,78.0,52.0,1059860.0,5120.0,70.0,405.0,45.0,0.9,22.0,4,0,64.0,78.0,52.0,81.0,"['Blaze', 'Iron Fist']",Fire_Fighting,2,27.160493827160494
391,392,Infernape,Fire,Fighting,104.0,71.0,1059860.0,5120.0,70.0,534.0,45.0,1.2,55.0,4,0,76.0,104.0,71.0,108.0,"['Blaze', 'Iron Fist']",Fire_Fighting,2,38.19444444444444
392,393,Piplup,Water,NaN,51.0,53.0,1059860.0,5120.0,70.0,314.0,45.0,0.4,5.2,4,0,53.0,61.0,56.0,40.0,"['Torrent', 'Defiant']",Water,2,32.49999999999999
393,394,Prinplup,Water,NaN,66.0,68.0,1059860.0,5120.0,70.0,405.0,45.0,0.8,23.0,4,0,64.0,81.0,76.0,50.0,"['Torrent', 'Defiant']",Water,2,35.93749999999999
394,395,Empoleon,Water,Steel,86.0,88.0,1059860.0,5120.0,70.0,530.0,45.0,1.7,84.5,4,0,84.0,111.0,101.0,60.0,"['Torrent', 'Defiant']",Water_Steel,2,29.238754325259517
395,396,Starly,Normal,Flying,55.0,30.0,1059860.0,3840.0,70.0,245.0,255.0,0.3,2.0,4,0,40.0,30.0,30.0,60.0,"['Keen Eye', 'Reckless']",Normal_Flying,2,22.22222222222222
396,397,Staravia,Normal,Flying,75.0,50.0,1059860.0,3840.0,70.0,340.0,120.0,0.6,15.5,4,0,55.0,40.0,40.0,80.0,"['Intimidate', 'Reckless']",Normal_Flying,2,43.05555555555556
397,398,Staraptor,Normal,Flying,120.0,70.0,1059860.0,3840.0,70.0,485.0,45.0,1.2,24.9,4,0,85.0,50.0,60.0,100.0,"['Intimidate', 'Reckless']",Normal_Flying,2,17.291666666666668
398,399,Bidoof,Normal,NaN,45.0,40.0,1000000.0,3840.0,70.0,250.0,255.0,0.5,20.0,4,0,59.0,35.0,40.0,31.0,"['Simple', 'Unaware', 'Moody']",Normal,3,80.0
399,400,Bibarel,Normal,Water,85.0,60.0,1000000.0,3840.0,70.0,410.0,127.0,1.0,31.5,4,0,79.0,55.0,60.0,71.0,"['Simple', 'Unaware', 'Moody']",Normal_Water,3,31.5
400,401,Kricketot,Bug,NaN,25.0,41.0,1059860.0,3840.0,70.0,194.0,255.0,0.3,2.2,4,0,37.0,25.0,41.0,25.0,"['Shed Skin', 'Run Away']",Bug,2,24.444444444444446
401,402,Kricketune,Bug,NaN,85.0,51.0,1059860.0,3840.0,70.0,384.0,45.0,1.0,25.5,4,0,77.0,55.0,51.0,65.0,"['Swarm', 'Technician']",Bug,2,25.5
402,403,Shinx,Electric,NaN,65.0,34.0,1059860.0,5120.0,70.0,263.0,235.0,0.5,9.5,4,0,45.0,40.0,34.0,45.0,"['Rivalry', 'Intimidate', 'Guts']",Electric,3,38.0
403,404,Luxio,Electric,NaN,85.0,49.0,1059860.0,5120.0,100.0,363.0,120.0,0.9,30.5,4,0,60.0,60.0,49.0,60.0,"['Rivalry', 'Intimidate', 'Guts']",Electric,3,37.654320987654316
404,405,Luxray,Electric,NaN,120.0,79.0,1059860.0,5120.0,70.0,523.0,45.0,1.4,42.0,4,0,80.0,95.0,79.0,70.0,"['Rivalry', 'Intimidate', 'Guts']",Electric,3,21.42857142857143
405,406,Budew,Grass,Poison,30.0,35.0,1059860.0,5120.0,70.0,280.0,255.0,0.2,1.2,4,0,40.0,50.0,70.0,55.0,"['Natural Cure', 'Poison Point', 'Leaf Guard']",Grass_Poison,3,29.999999999999993
406,407,Roserade,Grass,Poison,70.0,65.0,1059860.0,5120.0,70.0,515.0,75.0,0.9,14.5,4,0,60.0,125.0,105.0,90.0,"['Natural Cure', 'Poison Point', 'Technician']",Grass_Poison,3,17.901234567901234
407,408,Cranidos,Rock,NaN,125.0,40.0,600000.0,7680.0,70.0,350.0,45.0,0.9,31.5,4,0,67.0,30.0,30.0,58.0,"['Mold Breaker', 'Sheer Force']",Rock,2,38.888888888888886
408,409,Rampardos,Rock,NaN,165.0,60.0,600000.0,7680.0,70.0,495.0,45.0,1.6,102.5,4,0,97.0,65.0,50.0,58.0,"['Mold Breaker', 'Sheer Force']",Rock,2,40.03906249999999
409,410,Shieldon,Rock,Steel,42.0,118.0,600000.0,7680.0,70.0,350.0,45.0,0.5,57.0,4,0,30.0,42.0,88.0,30.0,"['Sturdy', 'Soundproof']",Rock_Steel,2,228.0
410,411,Bastiodon,Rock,Steel,52.0,168.0,600000.0,7680.0,70.0,495.0,45.0,1.3,149.5,4,0,60.0,47.0,138.0,30.0,"['Sturdy', 'Soundproof']",Rock_Steel,2,88.46153846153845
411,412,Burmy,Bug,NaN,29.0,45.0,1000000.0,3840.0,70.0,224.0,120.0,0.2,3.4,4,0,40.0,29.0,45.0,36.0,"['Shed Skin', 'Overcoat']",Bug,2,84.99999999999999
412,413,Wormadam,Bug,Grass,69.0,95.0,1000000.0,3840.0,70.0,424.0,45.0,0.5,6.5,4,0,60.0,69.0,95.0,36.0,"['Anticipation', 'Overcoat']",Bug_Grass,2,26.0
413,414,Mothim,Bug,Flying,94.0,50.0,1000000.0,3840.0,70.0,424.0,45.0,0.9,23.3,4,0,70.0,94.0,50.0,66.0,"['Swarm', 'Tinted Lens']",Bug_Flying,2,28.76543209876543
414,415,Combee,Bug,Flying,30.0,42.0,1059860.0,3840.0,70.0,244.0,120.0,0.3,5.5,4,0,30.0,30.0,42.0,70.0,"['Honey Gather', 'Hustle']",Bug_Flying,2,61.111111111111114
415,416,Vespiquen,Bug,Flying,80.0,102.0,1059860.0,3840.0,70.0,474.0,45.0,1.2,38.5,4,0,70.0,80.0,102.0,40.0,"['Pressure', 'Unnerve']",Bug_Flying,2,26.73611111111111
416,417,Pachirisu,Electric,NaN,45.0,70.0,1000000.0,2560.0,100.0,405.0,200.0,0.4,3.9,4,0,60.0,45.0,90.0,95.0,"['Run Away', 'Pickup', 'Volt Absorb']",Electric,3,24.374999999999996
417,418,Buizel,Water,NaN,65.0,35.0,1000000.0,5120.0,70.0,330.0,190.0,0.7,29.5,4,0,55.0,60.0,30.0,85.0,"['Swift Swim', 'Water Veil']",Water,2,60.20408163265307
418,419,Floatzel,Water,NaN,105.0,55.0,1000000.0,5120.0,70.0,495.0,75.0,1.1,33.5,4,0,85.0,85.0,50.0,115.0,"['Swift Swim', 'Water Veil']",Water,2,27.685950413223136
419,420,Cherubi,Grass,NaN,35.0,45.0,1000000.0,5120.0,70.0,275.0,190.0,0.4,3.3,4,0,45.0,62.0,53.0,35.0,['Chlorophyll'],Grass,1,20.624999999999996
420,421,Cherrim,Grass,NaN,60.0,70.0,1000000.0,5120.0,70.0,450.0,75.0,0.5,9.3,4,0,70.0,87.0,78.0,85.0,['Flower Gift'],Grass,1,37.2
421,422,Shellos,Water,NaN,48.0,48.0,1000000.0,5120.0,70.0,325.0,190.0,0.3,6.3,4,0,76.0,57.0,62.0,34.0,"['Sticky Hold', 'Storm Drain', 'Sand Force']",Water,3,70.0
422,423,Gastrodon,Water,Ground,83.0,68.0,1000000.0,5120.0,70.0,475.0,75.0,0.9,29.9,4,0,111.0,92.0,82.0,39.0,"['Sticky Hold', 'Storm Drain', 'Sand Force']",Water_Ground,3,36.913580246913575
423,424,Ambipom,Normal,NaN,100.0,66.0,800000.0,5120.0,100.0,482.0,45.0,1.2,20.3,4,0,75.0,60.0,66.0,115.0,"['Technician', 'Pickup', 'Skill Link']",Normal,3,14.097222222222223
424,425,Drifloon,Ghost,Flying,50.0,34.0,1640000.0,7680.0,70.0,348.0,125.0,0.4,1.2,4,0,90.0,60.0,44.0,70.0,"['Aftermath', 'Unburden', 'Flare Boost']",Ghost_Flying,3,7.499999999999998
425,426,Drifblim,Ghost,Flying,80.0,44.0,1640000.0,7680.0,70.0,498.0,60.0,1.2,15.0,4,0,150.0,90.0,54.0,80.0,"['Aftermath', 'Unburden', 'Flare Boost']",Ghost_Flying,3,10.416666666666668
426,427,Buneary,Normal,NaN,66.0,44.0,1000000.0,5120.0,0.0,350.0,190.0,0.4,5.5,4,0,55.0,44.0,56.0,85.0,"['Run Away', 'Klutz', 'Limber']",Normal,3,34.37499999999999
427,428,Lopunny,Normal,NaN,136.0,94.0,1000000.0,5120.0,140.0,580.0,60.0,1.2,33.3,4,0,65.0,54.0,96.0,135.0,"['Cute Charm', 'Klutz', 'Limber']",Normal,3,23.125
428,429,Mismagius,Ghost,NaN,60.0,60.0,800000.0,6400.0,35.0,495.0,45.0,0.9,4.4,4,0,60.0,105.0,105.0,105.0,['Levitate'],Ghost,1,5.432098765432099
429,430,Honchkrow,Dark,Flying,125.0,52.0,1059860.0,5120.0,35.0,505.0,30.0,0.9,27.3,4,0,100.0,105.0,52.0,71.0,"['Insomnia', 'Super Luck', 'Moxie']",Dark_Flying,3,33.7037037037037
430,431,Glameow,Normal,NaN,55.0,42.0,800000.0,5120.0,70.0,310.0,190.0,0.5,3.9,4,0,49.0,42.0,37.0,85.0,"['Limber', 'Own Tempo', 'Keen Eye']",Normal,3,15.6
431,432,Purugly,Normal,NaN,82.0,64.0,800000.0,5120.0,70.0,452.0,75.0,1.0,43.8,4,0,71.0,64.0,59.0,112.0,"['Thick Fat', 'Own Tempo', 'Defiant']",Normal,3,43.8
432,433,Chingling,Psychic,NaN,30.0,50.0,800000.0,6400.0,70.0,285.0,120.0,0.2,0.6,4,0,45.0,65.0,50.0,45.0,['Levitate'],Psychic,1,14.999999999999996
433,434,Stunky,Poison,Dark,63.0,47.0,1000000.0,5120.0,70.0,329.0,225.0,0.4,19.2,4,0,63.0,41.0,41.0,74.0,"['Stench', 'Aftermath', 'Keen Eye']",Poison_Dark,3,119.99999999999997
434,435,Skuntank,Poison,Dark,93.0,67.0,1000000.0,5120.0,70.0,479.0,60.0,1.0,38.0,4,0,103.0,71.0,61.0,84.0,"['Stench', 'Aftermath', 'Keen Eye']",Poison_Dark,3,38.0
435,436,Bronzor,Steel,Psychic,24.0,86.0,1000000.0,5120.0,70.0,300.0,255.0,0.5,60.5,4,0,57.0,24.0,86.0,23.0,"['Levitate', 'Heatproof', 'Heavy Metal']",Steel_Psychic,3,242.0
436,437,Bronzong,Steel,Psychic,89.0,116.0,1000000.0,5120.0,70.0,500.0,90.0,1.3,187.0,4,0,67.0,79.0,116.0,33.0,"['Levitate', 'Heatproof', 'Heavy Metal']",Steel_Psychic,3,110.65088757396448
437,438,Bonsly,Rock,NaN,80.0,95.0,1000000.0,5120.0,70.0,290.0,255.0,0.5,15.0,4,0,50.0,10.0,45.0,10.0,"['Sturdy', 'Rock Head', 'Rattled']",Rock,3,60.0
438,439,Mime Jr.,Psychic,Fairy,25.0,45.0,1000000.0,6400.0,70.0,310.0,145.0,0.6,13.0,4,0,20.0,70.0,90.0,60.0,"['Soundproof', 'Filter', 'Technician']",Psychic_Fairy,3,36.111111111111114
439,440,Happiny,Normal,NaN,5.0,5.0,800000.0,10240.0,140.0,220.0,130.0,0.6,24.4,4,0,100.0,15.0,65.0,30.0,"['Natural Cure', 'Serene Grace', 'Friend Guard']",Normal,3,67.77777777777777
440,441,Chatot,Normal,Flying,65.0,45.0,1059860.0,5120.0,35.0,411.0,30.0,0.5,1.9,4,0,76.0,92.0,42.0,91.0,"['Keen Eye', 'Tangled Feet', 'Big Pecks']",Normal_Flying,3,7.6
441,442,Spiritomb,Ghost,Dark,92.0,108.0,1000000.0,7680.0,70.0,485.0,100.0,1.0,108.0,4,0,50.0,92.0,108.0,35.0,"['Pressure', 'Infiltrator']",Ghost_Dark,2,108.0
442,443,Gible,Dragon,Ground,70.0,45.0,1250000.0,10240.0,70.0,300.0,45.0,0.7,20.5,4,0,58.0,40.0,45.0,42.0,"['Sand Veil', 'Rough Skin']",Dragon_Ground,2,41.83673469387756
443,444,Gabite,Dragon,Ground,90.0,65.0,1250000.0,10240.0,70.0,410.0,45.0,1.4,56.0,4,0,68.0,50.0,55.0,82.0,"['Sand Veil', 'Rough Skin']",Dragon_Ground,2,28.571428571428577
444,445,Garchomp,Dragon,Ground,170.0,115.0,1250000.0,10240.0,70.0,700.0,45.0,1.9,95.0,4,0,108.0,120.0,95.0,92.0,"['Sand Veil', 'Rough Skin']",Dragon_Ground,2,26.315789473684212
445,446,Munchlax,Normal,NaN,85.0,40.0,1250000.0,10240.0,70.0,390.0,50.0,0.6,105.0,4,0,135.0,40.0,85.0,5.0,"['Pickup', 'Thick Fat', 'Gluttony']",Normal,3,291.6666666666667
446,447,Riolu,Fighting,NaN,70.0,40.0,1059860.0,6400.0,70.0,285.0,75.0,0.7,20.2,4,0,40.0,35.0,40.0,60.0,"['Steadfast', 'Inner Focus', 'Prankster']",Fighting,3,41.22448979591837
447,448,Lucario,Fighting,Steel,145.0,88.0,1059860.0,6400.0,70.0,625.0,45.0,1.2,54.0,4,0,70.0,140.0,70.0,112.0,"['Steadfast', 'Inner Focus', 'Justified']",Fighting_Steel,3,37.5
448,449,Hippopotas,Ground,NaN,72.0,78.0,1250000.0,7680.0,70.0,330.0,140.0,0.8,49.5,4,0,68.0,38.0,42.0,32.0,"['Sand Stream', 'Sand Force']",Ground,2,77.34374999999999
449,450,Hippowdon,Ground,NaN,112.0,118.0,1250000.0,7680.0,70.0,525.0,60.0,2.0,300.0,4,0,108.0,68.0,72.0,47.0,"['Sand Stream', 'Sand Force']",Ground,2,75.0
450,451,Skorupi,Poison,Bug,50.0,90.0,1250000.0,5120.0,70.0,330.0,120.0,0.8,12.0,4,0,40.0,30.0,55.0,65.0,"['Battle Armor', 'Sniper', 'Keen Eye']",Poison_Bug,3,18.749999999999996
451,452,Drapion,Poison,Dark,90.0,110.0,1250000.0,5120.0,70.0,500.0,45.0,1.3,61.5,4,0,70.0,60.0,75.0,95.0,"['Battle Armor', 'Sniper', 'Keen Eye']",Poison_Dark,3,36.390532544378694
452,453,Croagunk,Poison,Fighting,61.0,40.0,1000000.0,2560.0,100.0,300.0,140.0,0.7,23.0,4,0,48.0,61.0,40.0,50.0,"['Anticipation', 'Dry Skin', 'Poison Touch']",Poison_Fighting,3,46.93877551020409
453,454,Toxicroak,Poison,Fighting,106.0,65.0,1000000.0,5120.0,70.0,490.0,75.0,1.3,44.4,4,0,83.0,86.0,65.0,85.0,"['Anticipation', 'Dry Skin', 'Poison Touch']",Poison_Fighting,3,26.272189349112423
454,455,Carnivine,Grass,NaN,100.0,72.0,1250000.0,6400.0,70.0,454.0,200.0,1.4,27.0,4,0,74.0,90.0,72.0,46.0,['Levitate'],Grass,1,13.775510204081634
455,456,Finneon,Water,NaN,49.0,56.0,600000.0,5120.0,70.0,330.0,190.0,0.4,7.0,4,0,49.0,49.0,61.0,66.0,"['Swift Swim', 'Storm Drain', 'Water Veil']",Water,3,43.74999999999999
456,457,Lumineon,Water,NaN,69.0,76.0,600000.0,5120.0,70.0,460.0,75.0,1.2,24.0,4,0,69.0,69.0,86.0,91.0,"['Swift Swim', 'Storm Drain', 'Water Veil']",Water,3,16.666666666666668
457,458,Mantyke,Water,Flying,20.0,50.0,1250000.0,6400.0,70.0,345.0,25.0,1.0,65.0,4,0,45.0,60.0,120.0,50.0,"['Swift Swim', 'Water Absorb', 'Water Veil']",Water_Flying,3,65.0
458,459,Snover,Grass,Ice,62.0,50.0,1250000.0,5120.0,70.0,334.0,120.0,1.0,50.5,4,0,60.0,62.0,60.0,40.0,"['Snow Warning', 'Soundproof']",Grass_Ice,2,50.5
459,460,Abomasnow,Grass,Ice,132.0,105.0,1250000.0,5120.0,70.0,594.0,60.0,2.2,135.5,4,0,90.0,132.0,105.0,30.0,"['Snow Warning', 'Soundproof']",Grass_Ice,2,27.995867768595037
460,461,Weavile,Dark,Ice,120.0,65.0,1059860.0,5120.0,35.0,510.0,45.0,1.1,34.0,4,0,70.0,45.0,85.0,125.0,"['Pressure', 'Pickpocket']",Dark_Ice,2,28.099173553719005
461,462,Magnezone,Electric,Steel,70.0,115.0,1000000.0,5120.0,70.0,535.0,30.0,1.2,180.0,4,0,70.0,130.0,90.0,60.0,"['Magnet Pull', 'Sturdy', 'Analytic']",Electric_Steel,3,125.0
462,463,Lickilicky,Normal,NaN,85.0,95.0,1000000.0,5120.0,70.0,515.0,30.0,1.7,140.0,4,0,110.0,80.0,95.0,50.0,"['Own Tempo', 'Oblivious', 'Cloud Nine']",Normal,3,48.44290657439447
463,464,Rhyperior,Ground,Rock,140.0,130.0,1250000.0,5120.0,70.0,535.0,30.0,2.4,282.8,4,0,115.0,55.0,55.0,40.0,"['Lightningrod', 'Solid Rock', 'Reckless']",Ground_Rock,3,49.09722222222223
464,465,Tangrowth,Grass,NaN,100.0,125.0,1000000.0,5120.0,70.0,535.0,30.0,2.0,128.6,4,0,100.0,110.0,50.0,50.0,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",Grass,3,32.15
465,466,Electivire,Electric,NaN,123.0,67.0,1000000.0,6400.0,70.0,540.0,30.0,1.8,138.6,4,0,75.0,95.0,85.0,95.0,"['Motor Drive', 'Vital Spirit']",Electric,2,42.77777777777777
466,467,Magmortar,Fire,NaN,95.0,67.0,1000000.0,6400.0,70.0,540.0,30.0,1.6,68.0,4,0,75.0,125.0,95.0,83.0,"['Flame Body', 'Vital Spirit']",Fire,2,26.562499999999996
467,468,Togekiss,Fairy,Flying,50.0,95.0,800000.0,2560.0,70.0,545.0,30.0,1.5,38.0,4,0,85.0,120.0,115.0,80.0,"['Hustle', 'Serene Grace', 'Super Luck']",Fairy_Flying,3,16.88888888888889
468,469,Yanmega,Bug,Flying,76.0,86.0,1000000.0,5120.0,70.0,515.0,30.0,1.9,51.5,4,0,86.0,116.0,56.0,95.0,"['Speed Boost', 'Tinted Lens', 'Frisk']",Bug_Flying,3,14.265927977839336
469,470,Leafeon,Grass,NaN,110.0,130.0,1000000.0,8960.0,35.0,525.0,45.0,1.0,25.5,4,0,65.0,60.0,65.0,95.0,"['Leaf Guard', 'Chlorophyll']",Grass,2,25.5
470,471,Glaceon,Ice,NaN,60.0,110.0,1000000.0,8960.0,35.0,525.0,45.0,0.8,25.9,4,0,65.0,130.0,95.0,65.0,"['Snow Cloak', 'Ice Body']",Ice,2,40.46874999999999
471,472,Gliscor,Ground,Flying,95.0,125.0,1059860.0,5120.0,70.0,510.0,30.0,2.0,42.5,4,0,75.0,45.0,75.0,95.0,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",Ground_Flying,3,10.625
472,473,Mamoswine,Ice,Ground,130.0,80.0,1250000.0,5120.0,70.0,530.0,50.0,2.5,291.0,4,0,110.0,70.0,60.0,80.0,"['Oblivious', 'Snow Cloak', 'Thick Fat']",Ice_Ground,3,46.56
473,474,Porygon-Z,Normal,NaN,80.0,70.0,1000000.0,5120.0,70.0,535.0,30.0,0.9,34.0,4,0,85.0,135.0,75.0,90.0,"['Adaptability', 'Download', 'Analytic']",Normal,3,41.9753086419753
474,475,Gallade,Psychic,Fighting,165.0,95.0,1250000.0,5120.0,35.0,618.0,45.0,1.6,52.0,4,0,68.0,65.0,115.0,110.0,"['Steadfast', 'Justified']",Psychic_Fighting,2,20.312499999999996
475,476,Probopass,Rock,Steel,55.0,145.0,1000000.0,5120.0,70.0,525.0,60.0,1.4,340.0,4,0,60.0,75.0,150.0,40.0,"['Sturdy', 'Magnet Pull', 'Sand Force']",Rock_Steel,3,173.46938775510208
476,477,Dusknoir,Ghost,NaN,100.0,135.0,800000.0,6400.0,35.0,525.0,45.0,2.2,106.6,4,0,45.0,65.0,135.0,45.0,"['Pressure', 'Frisk']",Ghost,2,22.024793388429746
477,478,Froslass,Ice,Ghost,80.0,70.0,1000000.0,5120.0,70.0,480.0,75.0,1.3,26.6,4,0,70.0,80.0,70.0,110.0,"['Snow Cloak', 'Cursed Body']",Ice_Ghost,2,15.7396449704142
478,479,Rotom,Electric,Ghost,65.0,107.0,1000000.0,5120.0,70.0,520.0,45.0,0.3,0.3,4,0,50.0,105.0,107.0,86.0,['Levitate'],Electric_Ghost,1,3.3333333333333335
479,480,Uxie,Psychic,NaN,75.0,130.0,1250000.0,20480.0,140.0,580.0,3.0,0.3,0.3,4,1,75.0,75.0,130.0,95.0,['Levitate'],Psychic,1,3.3333333333333335
480,481,Mesprit,Psychic,NaN,105.0,105.0,1250000.0,20480.0,140.0,580.0,3.0,0.3,0.3,4,1,80.0,105.0,105.0,80.0,['Levitate'],Psychic,1,3.3333333333333335
481,482,Azelf,Psychic,NaN,125.0,70.0,1250000.0,20480.0,140.0,580.0,3.0,0.3,0.3,4,1,75.0,125.0,70.0,115.0,['Levitate'],Psychic,1,3.3333333333333335
482,483,Dialga,Steel,Dragon,120.0,120.0,1250000.0,30720.0,0.0,680.0,3.0,5.4,683.0,4,1,100.0,150.0,100.0,90.0,"['Pressure', 'Telepathy']",Steel_Dragon,2,23.422496570644714
483,484,Palkia,Water,Dragon,120.0,100.0,1250000.0,30720.0,0.0,680.0,3.0,4.2,336.0,4,1,90.0,150.0,120.0,100.0,"['Pressure', 'Telepathy']",Water_Dragon,2,19.047619047619047
484,485,Heatran,Fire,Steel,90.0,106.0,1250000.0,2560.0,100.0,600.0,3.0,1.7,430.0,4,1,91.0,130.0,106.0,77.0,"['Flash Fire', 'Flame Body']",Fire_Steel,2,148.78892733564015
485,486,Regigigas,Normal,NaN,160.0,110.0,1250000.0,30720.0,0.0,670.0,3.0,3.7,420.0,4,1,110.0,80.0,110.0,100.0,['Slow Start'],Normal,1,30.67932797662527
486,487,Giratina,Ghost,Dragon,120.0,100.0,1250000.0,30720.0,0.0,680.0,3.0,4.5,750.0,4,1,150.0,120.0,100.0,90.0,"['Pressure', 'Telepathy', 'Levitate']",Ghost_Dragon,3,37.03703703703704
